Time,Depth(m),Pressure(Pa)
1.0,6.0,100272.43581269248
1.0,6.01,100439.47506826984
1.0,6.02,100606.51431079285
1.0,6.03,100773.55355477972
1.0,6.04,100940.59280067268
1.0,6.05,101107.63203815032
1.0,6.06,101274.67128366146
1.0,6.07,101441.71052650626
1.0,6.08,101608.74977635035
1.0,6.09,101775.78901068664
1.0,6.1,101942.82825823047
1.0,6.11,102109.86750452284
1.0,6.12,102276.9067422961
1.0,6.13,102443.94599058374
1.0,6.14,102610.98523379055
1.0,6.15,102778.0244775376
1.0,6.16,102945.06371535297
1.0,6.17,103112.10296661449
1.0,6.18,103279.14220202039
1.0,6.19,103446.18144882632
1.0,6.2,103613.22069579751
1.0,6.21,103780.25993677744
1.0,6.22,103947.29918089426
1.0,6.23,104114.33841974425
1.0,6.24,104281.37767005662
1.0,6.25,104448.41690608667
1.0,6.26,104615.45615299843
1.0,6.27,104782.49539955116
1.0,6.28,104949.53464087364
1.0,6.29,105116.5738845515
1.0,6.3,105283.61312433511
1.0,6.31,105450.65237318972
1.0,6.32,105617.69161037363
1.0,6.33,105784.73085743334
1.0,6.34,105951.7700999688
1.0,6.35,106118.80934503759
1.0,6.36,106285.84858786939
1.0,6.37,106452.88782833511
1.0,6.38,106619.92707624724
1.0,6.39,106786.96631687842
1.0,6.4,106954.00556025826
1.0,6.41,107121.04480527199
1.0,6.42,107288.08404896599
1.0,6.43,107455.12329305099
1.0,6.44,107622.16253670242
1.0,6.45,107789.20177713316
1.0,6.46,107956.24102447338
1.0,6.47,108123.28026381193
1.0,6.48,108290.31950805447
1.0,6.49,108457.35875182047
1.0,6.5,108624.3979966814
1.0,6.51,108791.43723875392
1.0,6.52,108958.47648354282
1.0,6.53,109125.51572587804
1.0,6.54,109292.554969164
1.0,6.55,109459.59421544454
1.0,6.56,109626.63345980551
1.0,6.57,109793.67269831781
1.0,6.58,109960.7119432732
1.0,6.59,110127.75118912054
1.0,6.6,110294.79042771671
1.0,6.61,110461.82967346808
1.0,6.62,110628.86892035305
1.0,6.63,110795.90816284929
1.0,6.64,110962.94740404958
1.0,6.65,111129.98664981122
1.0,6.66,111297.02589329101
1.0,6.67,111464.0651343043
1.0,6.68,111631.10438007544
1.0,6.69,111798.14362383907
1.0,6.7,111965.18286914949
1.0,6.71,112132.22210778749
1.0,6.72,112299.26134949588
1.0,6.73,112466.30058791436
1.0,6.74,112633.33982017625
1.0,6.75,112800.37905050407
1.0,6.76,112967.41827665386
1.0,6.77,113134.45748803935
1.0,6.78,113301.49669054661
1.0,6.79,113468.53587806196
1.0,6.8,113635.57504841406
1.0,6.81,113802.61419265618
1.0,6.82,113969.65333166353
1.0,6.83,114136.69246862753
1.0,6.84,114303.73159072909
1.0,6.85,114470.77079148381
1.0,6.86,114637.81006413292
1.0,6.87,114804.84954925481
1.0,6.88,114971.8893137571
1.0,6.89,115138.92978518567
1.0,6.9,115305.97114953988
1.0,6.91,115473.01375106243
1.0,6.92,115640.05890829291
1.0,6.93,115807.107102747
1.0,6.94,115974.16072256205
1.0,6.95,116141.22247025542
1.0,6.96,116308.29949810775
1.0,6.97,116475.35259229144
1.0,6.98,116643.46650208121
1.0,6.99,116874.63704546759
1.0,7.0,145955.47720637167
1.0,7.01,146170.3856686732
1.0,7.02,146379.61603827085
1.0,7.03,146588.02810276585
1.0,7.04,146796.7340808945
1.0,7.05,147005.25778264023
1.0,7.06,147213.73302253013
1.0,7.07,147422.3175911512
1.0,7.08,147630.8066166972
1.0,7.09,147838.9092523587
1.0,7.1,148039.06398616865
1.0,7.11,118824.59690080624
1.0,7.12,118981.89419995266
1.0,7.13,119148.813990169
1.0,7.14,119315.879494491
1.0,7.15,119482.9706370898
1.0,7.16,119650.07623855566
1.0,7.17,119817.18823378473
1.0,7.18,119984.30370853962
1.0,7.19,120151.42250795856
1.0,7.2,120318.54225851122
1.0,7.21,120485.6630384033
1.0,7.22,120652.78419693463
1.0,7.23,120819.90558391786
1.0,7.24,120987.02713288424
1.0,7.25,121154.14866632356
1.0,7.26,121321.27019516185
1.0,7.27,121488.39170507301
1.0,7.28,121655.51315955582
1.0,7.29,121822.63457933087
1.0,7.3,121989.75596107381
1.0,7.31,122156.87731816318
1.0,7.32,122323.99865288087
1.0,7.33,122491.11997149943
1.0,7.34,122658.24127909535
1.0,7.35,122825.36257909049
1.0,7.36,122992.48387353617
1.0,7.37,123159.60516452932
1.0,7.38,123326.72645363072
1.0,7.39,123493.84774136817
1.0,7.4,123660.96902851856
1.0,7.41,123828.0903153414
1.0,7.42,123995.21160214201
1.0,7.43,124162.33288898796
1.0,7.44,124329.45417589982
1.0,7.45,124496.5754629496
1.0,7.46,124663.69675010219
1.0,7.47,124830.81803735337
1.0,7.48,124997.93932467466
1.0,7.49,125165.06061205365
1.0,7.5,125332.18189947616
1.0,7.51,125499.3031869274
1.0,7.52,125666.42447439706
1.0,7.53,125833.54576188026
1.0,7.54,126000.66704937161
1.0,7.55,126167.7883368659
1.0,7.56,126334.9096243617
1.0,7.57,126502.0309118586
1.0,7.58,126669.15219935492
1.0,7.59,126836.27348685
1.0,7.6,127003.39477434481
1.0,7.61,127170.51606184022
1.0,7.62,127337.63734933459
1.0,7.63,127504.75863682885
1.0,7.64,127671.8799243235
1.0,7.65,127839.00121181781
1.0,7.66,128006.12249931149
1.0,7.67,128173.24378680589
