Time(s),outletFlowRate(Kg/s)
0,0.0016299999999999965
5.109999999999999,0.0016299999999999965
10.23,0.0016299999999999965
20.23,0.0016299999999999965
30.23,0.0016299999999999965
40.230000000000004,0.0016299999999999965
50.230000000000004,0.0016299999999999965
60.230000000000004,0.0016299999999999965
70.23,0.0016299999999999965
80.23,0.0016299999999999965
90.23,0.0016299999999999965
100.23,0.0015121137404656812
110.23,0.0014040055990061598
120.23,0.0013120568977154667
130.23000000000002,0.0012327870904135683
140.23000000000002,0.0011636617548651724
150.23000000000002,0.0011027891613676175
160.23000000000002,0.0010487271224790744
170.23000000000002,0.0010003558867604904
180.23000000000002,0.000956792065170485
190.23000000000002,0.0009173288733181646
200.23000000000002,0.0008813937255817907
210.23000000000002,0.0008485175533965437
220.23000000000002,0.0008183122189013662
230.23000000000002,0.0007904536277410629
240.23000000000002,0.0007646689246810121
250.23000000000002,0.0007407266606108087
260.23,0.0007184291532972463
270.23,0.0006976064891054891
280.23,0.0006781117670178521
290.23,0.0006598172935787843
300.23,0.0006426115131928584
310.23,0.0006263965124671499
320.23,0.0006110859766214313
330.23,0.0005966035048277793
340.23,0.0005828812127110672
350.23,0.0005698585662375051
360.23,0.0005574814033020678
370.23,0.0005457011085352983
380.23,0.0005344739139261901
390.23,0.0005237603033372686
400.23,0.0005135245032621091
410.23,0.0005037340455320343
420.23,0.0004943593903322139
430.23,0.000485373599997813
440.23,0.00047675205574934036
450.23,0.0004684722108846655
460.23,0.00046051337504368503
470.23,0.000452856525054666
480.23,0.00044548413860053633
490.23,0.0004383800475416985
500.23,0.0004315293082252416
510.23,0.000424918086518261
520.23,0.0004185335556422416
530.23,0.0004123638051680921
540.23,0.0004063977597682648
550.23,0.0004006251065211751
560.23,0.0003950362297308414
570.23,0.0003896221523664125
580.23,0.00038437448334653607
590.23,0.0003792853699959031
600.23,0.00037434745508863374
610.23,0.0003695538379679139
620.23,0.00036489803929552376
630.23,0.0003603739690400348
640.23,0.0003559758973600836
650.23,0.00035169842808035383
660.23,0.00034753647449356614
670.23,0.00034348523725276597
680.23,0.00033954018414520423
690.23,0.0003356970315627473
