Time(s),outletFlowRate(Kg/s)
0,2.37760193953
1.0230000000000001,6.14225042071
112.767,1.19469810606
212.767,0.332756478051
312.767,0.0950919025676
412.767,0.0292273570605
512.767,0.0113175956682
612.767,0.0063287964748
712.767,0.00398132141605
812.767,0.00238532099131
912.767,0.00108494423573
1012.767,0.000244401070216
1112.767,-0.00060981923865
1212.767,-0.00141483239646
1312.767,-0.00199906049686
1412.767,-0.00300769070429
1512.767,-0.00377057348441
1612.767,-0.00449701459585
1712.767,-0.00509823585272
1812.767,-0.00568835320351
1912.767,-0.00637689304327
2012.767,-0.00681065831744
2112.767,-0.00741318670903
2212.767,-0.00793241322217
2312.767,-0.00833652755172
2412.767,-0.00889907900924
2512.767,-0.00918328260237
2612.767,-0.00964756566833
2712.767,-0.0100570447615
2812.767,-0.0104285142879
2912.767,-0.010911224874
3012.767,-0.0112614079083
3112.767,-0.0116927968892
3212.767,-0.0121361344522
3312.767,-0.0125492354015
3412.767,-0.012953632847
3512.767,-0.0134046502931
3612.767,-0.0138156030521
3712.767,-0.0142722399635
3812.767,-0.0147763554717
3912.767,-0.0152184793211
4012.767,-0.0156687605567
4112.767,-0.0161304748625
4212.767,-0.0165295968505
4312.767,-0.0171106871208
4412.767,-0.01756740679
4512.767,-0.0180560747245
4612.767,-0.0186430381374
4712.767,-0.0190459115868
4812.767,-0.0196456944538
4912.767,-0.0200237923313
5012.767,-0.0206717964215
5112.767,-0.0210863912048
5212.767,-0.0217089279281
5312.767,-0.0221103105043
5412.767,-0.022710158387
5512.767,-0.0231022173831
5612.767,-0.0237470652774
5712.767,-0.0241591161409
5812.767,-0.0247704836621
5912.767,-0.0251848717928
6012.767,-0.0257971393093
6112.767,-0.0261607625716
6212.767,-0.0267202685157
6312.767,-0.0271309745446
6412.767,-0.0276541118664
6512.767,-0.02805280214
6612.767,-0.0285862069914
6712.767,-0.0289222497783
6812.767,-0.0294047434826
6912.767,-0.0297376659596
7012.767,-0.0302080767869
7112.767,-0.0304571784132
7212.767,-0.03093566984
7312.767,-0.0311678162404
7412.767,-0.0315901862188
7512.767,-0.0317766496873
7612.767,-0.0321855913421
7712.767,-0.0323961807635
7812.767,-0.032767387907
7912.767,-0.0329473346752
8012.767,-0.0333296599169
8112.767,-0.0335399530568
8212.767,-0.0338790446393
8252.767,-0.0340251742616
8352.767,-0.0342648407719
8452.767,-0.0346238573391
8552.767,-0.0348669554599
8652.767,-0.0352256524429
8752.767,-0.035452943234
8852.767,-0.0358092185283
8952.767,-0.0359918556608
9012.767,-0.0362130191887
9112.767,-0.0363246545784
9212.767,-0.0365481549038
9312.767,-0.036559206043
9412.767,-0.0366740321348
9512.767,-0.0365913010864
9612.767,-0.0365711855268
9712.767,-0.0363758096081
9812.767,-0.0362488778842
9912.767,-0.0359602296908
10012.767,-0.0357526273583
10112.767,-0.0353715914235
10212.767,-0.0350657571178
10312.767,-0.034638987298
10412.767,-0.0342843871564
10512.767,-0.0337843676218
10612.767,-0.0333760055653
10712.767,-0.0328521140852
10812.767,-0.0324039466235
10912.767,-0.0318565226058
11012.767,-0.0313761804856
11112.767,-0.0308137085619
11212.767,-0.030312300167
11312.767,-0.0297427482931
11412.767,-0.0292171870834
11512.767,-0.0286577551324
11612.767,-0.0281125587275
11712.767,-0.0275595114825
11812.767,-0.0270083625304
11912.767,-0.0264570828272
12012.767,-0.0259071796995
12112.767,-0.0253592234044
12212.767,-0.0248139357369
12312.767,-0.0242720747907
12412.767,-0.0237337995465
12512.767,-0.0231973255993
12612.767,-0.0226650468234
12712.767,-0.022137823905
12812.767,-0.0216159537482
12912.767,-0.0210997241953
13012.767,-0.0205890739614
13112.767,-0.0200844358025
13212.767,-0.0195863462676
13312.767,-0.0190950309205
13412.767,-0.0186105406718
13512.767,-0.0181328337775
13612.767,-0.0176616717614
13712.767,-0.017196032599
13812.767,-0.0167291393164
13912.767,-0.0173035742806
14000,-0.0156736191862
