Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106610.81016336923
1.0,6.01,106778.01884083077
1.0,6.02,106957.05829438106
1.0,6.03,107133.19880705207
1.0,6.04,107309.4875941332
1.0,6.05,107485.77182968907
1.0,6.06,107662.01481136713
1.0,6.07,107838.28858836318
1.0,6.08,108014.564650872
1.0,6.09,108190.81484274694
1.0,6.1,108367.06546563533
1.0,6.11,108543.33197379291
1.0,6.12,108719.60000467986
1.0,6.13,108895.83515517137
1.0,6.14,109072.0969284059
1.0,6.15,109248.36908857702
1.0,6.16,109424.61491564647
1.0,6.17,109600.85236248912
1.0,6.18,109777.1098911434
1.0,6.19,109953.36881125052
1.0,6.2,110129.62529355641
1.0,6.21,110305.86933491274
1.0,6.22,110482.11745335312
1.0,6.23,110658.36497751395
1.0,6.24,110834.60913328908
1.0,6.25,111010.8596744072
1.0,6.26,111187.12723249462
1.0,6.27,111363.33773942491
1.0,6.28,111539.58831553176
1.0,6.29,111715.83669268708
1.0,6.3,111892.07672296715
1.0,6.31,112068.32572492397
1.0,6.32,112244.55569889197
1.0,6.33,112420.78967897929
1.0,6.34,112597.04283925353
1.0,6.35,112773.26802717133
1.0,6.36,112949.5199410736
1.0,6.37,113125.75781342562
1.0,6.38,113301.9919056559
1.0,6.39,113478.19346968114
1.0,6.4,113654.4627797106
1.0,6.41,113830.6792762967
1.0,6.42,114006.92830802561
1.0,6.43,114183.15290321763
1.0,6.44,114359.39142322478
1.0,6.45,114535.58116060858
1.0,6.46,114711.85162432856
1.0,6.47,114888.06029268044
1.0,6.48,115064.30201273017
1.0,6.49,115240.51793616943
1.0,6.5,115416.7605240603
1.0,6.51,115592.94746864623
1.0,6.52,115769.2120547878
1.0,6.53,115945.40947386879
1.0,6.54,116121.64095447249
1.0,6.55,116297.85751286146
1.0,6.56,116474.08389132365
1.0,6.57,116650.30275561442
1.0,6.58,116826.52551954798
1.0,6.59,117002.73416722493
1.0,6.6,117178.9676752043
1.0,6.61,117355.14583204743
1.0,6.62,117531.39336352344
1.0,6.63,117707.60219590938
1.0,6.64,117883.82196085108
1.0,6.65,118060.01885064901
1.0,6.66,118236.26028674736
1.0,6.67,118412.42897913614
1.0,6.68,118588.66828550336
1.0,6.69,118764.87790022006
1.0,6.7,118941.08986957144
1.0,6.71,119117.26203912862
1.0,6.72,119293.50631351775
1.0,6.73,119469.68960684814
1.0,6.74,119645.89831099955
