Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106610.81016336923
1.0,6.4,113654.4627797106
1.0,6.8,120703.06632273582
1.0,7.2,127822.9277952422
1.0,7.6,135020.4730551169
1.0,8.0,142213.35110055885
16.4,6.0,106589.55201231134
16.4,6.4,113691.20931802783
16.4,6.8,120791.78833862666
16.4,7.2,127951.12608938609
16.4,7.6,135148.19743445748
16.4,8.0,142340.53176310693
52.8,6.0,106555.68764467833
52.8,6.4,113654.48153794887
52.8,6.8,120751.07606666737
52.8,7.2,127921.70761924883
52.8,7.6,135120.9131784531
52.8,8.0,142313.28312343478
112.8,6.0,106500.26850029234
112.8,6.4,113618.56541394939
112.8,6.8,120735.34497365652
112.8,7.2,127930.69939380404
112.8,7.6,135126.91989777802
112.8,8.0,142317.27927348815
152.8,6.0,106464.05677348211
152.8,6.4,113589.36199113153
152.8,6.8,120713.1127181209
152.8,7.2,127920.02637226357
152.8,7.6,135115.70938012472
152.8,8.0,142305.2654663129
200.0,6.0,106420.39651942802
200.0,6.4,113515.7953167409
200.0,6.8,120618.38763006649
200.0,7.2,127823.31910896074
200.0,7.6,135004.97177134387
200.0,8.0,142188.86418686179
