Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106606.62760695329
1.0,6.4,113666.03387749808
1.0,6.8,120726.00243919923
1.0,7.2,127854.91899608362
1.0,7.6,135052.46240091376
1.0,8.0,142245.30849662193
16.4,6.0,106589.53158543789
16.4,6.4,113690.75159133748
16.4,6.8,120790.87675416979
16.4,7.2,127951.1970113845
16.4,7.6,135148.2869946285
16.4,8.0,142340.5892062087
52.8,6.0,106555.79425637198
52.8,6.4,113653.54216863422
52.8,6.8,120749.23867703484
52.8,7.2,127920.56782818724
52.8,7.6,135119.77982846103
52.8,8.0,142312.1031279135
112.8,6.0,106500.20520891265
112.8,6.4,113617.70723304231
112.8,6.8,120733.67037794967
112.8,7.2,127929.97891229743
112.8,7.6,135126.20197721283
112.8,8.0,142316.52425202908
152.8,6.0,106463.97785625757
152.8,6.4,113588.46606208596
152.8,6.8,120711.36193503298
152.8,7.2,127919.23390838968
152.8,7.6,135114.91638271793
152.8,8.0,142304.43480242038
200.0,6.0,106420.30021590662
200.0,6.4,113514.98756004742
200.0,6.8,120616.79205998738
200.0,7.2,127822.79449918143
200.0,7.6,135004.43863477616
200.0,8.0,142188.35621120373
