Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106607.84899328824
1.0,6.4,113661.24956399665
1.0,6.8,120716.50440773391
1.0,7.2,127841.32808784259
1.0,7.6,135038.8778993094
1.0,8.0,142231.7300145307
16.4,6.0,106589.72147479933
16.4,6.4,113690.80078326052
16.4,6.8,120790.96477130966
16.4,7.2,127950.57272573467
16.4,7.6,135147.6583458591
16.4,8.0,142339.96660847872
52.8,6.0,106555.77973254178
52.8,6.4,113653.79210800989
52.8,6.8,120749.72250735118
52.8,7.2,127920.64798783696
52.8,7.6,135119.86725029262
52.8,8.0,142312.19936428615
112.8,6.0,106500.22718935186
112.8,6.4,113617.9527707195
112.8,6.8,120734.14621838079
112.8,7.2,127930.12274918385
112.8,7.6,135126.3571809728
112.8,8.0,142316.6864502012
152.8,6.0,106464.00231816506
152.8,6.4,113588.72845830857
152.8,6.8,120711.87251595849
152.8,7.2,127919.42912876247
152.8,7.6,135115.12680011525
152.8,8.0,142304.65232117136
200.0,6.0,106420.33207106375
200.0,6.4,113515.23550875398
200.0,6.8,120617.28036467024
200.0,7.2,127822.92838760067
200.0,7.6,135004.6005418941
200.0,8.0,142188.51337420323
