Time(s),P6(Pa),P6.5(Pa),P7(Pa),P7.5(Pa),P8(Pa)
10.23,117691.96680145826,127496.12801067889,137297.80156779283,147109.49857954876,156919.49857935144
30.23,117680.39058768794,127487.89260364822,137294.1281331881,147105.00800262086,156915.0080025419
470.23,117643.26662717221,127452.97857237383,137262.4452608577,147072.5787318853,156882.57873188044
860.23,117632.01168462833,127441.83012412657,137251.47371908446,147061.56049607712,156871.56049607607
1360.23,117622.44242483866,127432.31233393963,137242.04975653288,147052.11191828706,156862.11191828668
2740.23,117605.84423595238,127415.76330502471,137225.6000405512,147035.63702497873,156845.63702497972
3000.23,117603.50461076798,127413.42839864056,137223.27505587114,147033.30961279286,156843.30961279376
5000,117589.41685948448,127399.36292488605,137209.25604120645,147019.27954831085,156829.27954831233
