Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106604.5703422959
1.0,6.4,113699.71525310971
1.0,6.8,120793.18509905919
1.0,7.2,127948.20610444983
1.0,7.6,135146.23841980728
1.0,8.0,142339.0155325037
16.4,6.0,106588.59078189843
16.4,6.4,113693.72287710904
16.4,6.8,120797.03506995433
16.4,7.2,127964.54347173568
16.4,7.6,135162.0929668881
16.4,8.0,142354.32583422068
52.8,6.0,106555.43624327687
52.8,6.4,113651.35103735003
52.8,6.8,120745.18347509185
52.8,7.2,127920.95575892816
52.8,7.6,135120.44671277108
52.8,8.0,142312.6693376478
112.8,6.0,106499.97689209832
112.8,6.4,113614.83547486358
112.8,6.8,120728.26399945655
112.8,7.2,127930.6709245062
112.8,7.6,135126.66324267906
112.8,8.0,142316.90541863948
152.8,6.0,106463.69499870122
152.8,6.4,113585.10159590814
152.8,6.8,120704.92720602166
152.8,7.2,127919.65642366016
152.8,7.6,135114.90550506487
152.8,8.0,142304.34260535814
200.0,6.0,106419.93635024538
200.0,6.4,113511.36850028002
200.0,6.8,120609.78215472643
200.0,7.2,127824.07427627167
200.0,7.6,135005.21598493907
200.0,8.0,142189.18788215713
