Time(s),P6(Pa),P6.5(Pa),P7(Pa),P7.5(Pa),P8(Pa)
10.23,147387.3509418125,155977.44070685364,235183.98207122457,173159.43320656166,181751.57425199414
30.23,147384.69996755684,155974.51054584183,235176.97458026497,173155.93239214123,181747.78663151606
470.23,147357.65980749545,156604.14620494866,234298.52729468836,175311.02589004487,181485.60590613264
860.23,147346.5737116896,157688.50927167505,218579.9778901329,175968.90967193324,177575.75693539344
1360.23,147335.87271148412,149013.7478545695,138380.41582602545,156121.35079326443,164205.52836054168
2740.23,147314.49945389546,140506.06264963635,128184.37420869264,143995.44429074123,153750.58337327716
3000.23,147311.19604347774,139985.67083967774,128181.51716109303,142918.74273970025,152126.2185147
5000,147289.77305376137,138504.9442951936,128163.98079892136,137278.0753690212,143436.6047579546
