Time,Depth(m),Pressure(Pa)
7000.0,6.05,120178.44575938211
7000.0,6.06,120377.24224950143
7000.0,6.07,120576.03873962008
7000.0,6.08,120774.83522974029
7000.0,6.09,120973.63171985916
7000.0,6.1,121172.42820998405
7000.0,6.11,121371.22470010846
7000.0,6.12,121570.02119022839
7000.0,6.13,121768.81768034563
7000.0,6.14,121967.61417045991
7000.0,6.15,122166.41066058348
7000.0,6.16,122365.20715069708
7000.0,6.17,122564.0036408194
7000.0,6.18,122762.80013094202
7000.0,6.19,122961.5966210659
7000.0,6.2,123160.39311118657
7000.0,6.21,123359.18960130746
7000.0,6.22,123557.98609143143
7000.0,6.23,123756.78258154611
7000.0,6.24,123955.57907166475
7000.0,6.25,124154.37556178588
7000.0,6.26,124353.17205190756
7000.0,6.27,124551.96854203058
7000.0,6.28,124750.76503215294
7000.0,6.29,124949.561522276
7000.0,6.3,125148.35801239673
7000.0,6.31,125347.15450251893
7000.0,6.32,125545.9509926378
7000.0,6.33,125744.74748275874
7000.0,6.34,125943.54397287904
7000.0,6.35,126142.34046300373
7000.0,6.36,126341.1369531216
7000.0,6.37,126539.93344323881
7000.0,6.38,126738.72993335967
7000.0,6.39,126937.52642347779
7000.0,6.4,127136.32291359811
7000.0,6.41,127335.11940371929
7000.0,6.42,127533.9158938393
7000.0,6.43,127732.7123839626
7000.0,6.44,127931.50887408583
7000.0,6.45,128130.30536420929
7000.0,6.46,128329.10185434275
7000.0,6.47,128527.89834449193
7000.0,6.48,128726.69483468612
7000.0,6.49,128925.49132498584
7000.0,6.5,129124.28781553019
7000.0,6.51,129323.08430662216
7000.0,6.52,129521.88079893062
7000.0,6.53,129720.6772939733
7000.0,6.54,129919.47379491753
7000.0,6.55,130118.27030846126
7000.0,6.56,130317.06684802755
7000.0,6.57,130515.86344033836
7000.0,6.58,130714.66013937385
7000.0,6.59,130913.45705019168
7000.0,6.6,131112.2543754563
7000.0,6.61,131311.0524894416
7000.0,6.62,131509.85204994382
7000.0,6.63,131708.65431621368
7000.0,6.64,131907.46156494063
7000.0,6.65,132106.2777049429
7000.0,6.66,132305.10935138408
7000.0,6.67,132503.96752186623
