Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106609.30713844176
1.0,6.01,106777.3040916774
1.0,6.02,106957.13637896045
1.0,6.03,107133.23040506066
1.0,6.04,107309.54086820724
1.0,6.05,107485.80319725916
1.0,6.06,107662.06887433636
1.0,6.07,107838.35783851845
1.0,6.08,108014.64320115812
1.0,6.09,108190.8813581897
1.0,6.1,108367.16742262097
1.0,6.11,108543.45082745863
1.0,6.12,108719.71237614118
1.0,6.13,108895.97402344216
1.0,6.14,109072.23894746968
1.0,6.15,109248.5063531295
1.0,6.16,109424.78751495542
1.0,6.17,109601.04008588826
1.0,6.18,109777.3030910859
1.0,6.19,109953.56020532936
1.0,6.2,110129.81726409218
1.0,6.21,110306.09516026426
1.0,6.22,110482.35115591029
1.0,6.23,110658.61325500128
1.0,6.24,110834.85253941029
1.0,6.25,111011.13666298256
1.0,6.26,111187.36302270395
1.0,6.27,111363.65146436436
1.0,6.28,111539.89238575284
1.0,6.29,111716.12621877155
1.0,6.3,111892.37434179349
1.0,6.31,112068.65821752208
1.0,6.32,112244.8940320417
1.0,6.33,112421.13832033584
1.0,6.34,112597.41453627664
1.0,6.35,112773.64678666512
1.0,6.36,112949.87283362009
1.0,6.37,113126.15558918353
1.0,6.38,113302.36925032703
1.0,6.39,113478.64072597829
1.0,6.4,113654.86948290624
1.0,6.41,113831.11345546723
1.0,6.42,114007.35306446462
1.0,6.43,114183.61210944
1.0,6.44,114359.84751102618
1.0,6.45,114536.080740414
1.0,6.46,114712.33585751281
1.0,6.47,114888.54518199696
1.0,6.48,115064.80107585365
1.0,6.49,115241.03286503848
1.0,6.5,115417.27869096003
1.0,6.51,115593.51077529724
1.0,6.52,115769.73337957825
1.0,6.53,115945.99201764785
1.0,6.54,116122.19356418238
1.0,6.55,116298.43645188233
1.0,6.56,116474.67373965782
1.0,6.57,116650.90580325518
1.0,6.58,116827.13127113422
1.0,6.59,117003.34798160092
1.0,6.6,117179.58205293008
1.0,6.61,117355.81770018082
1.0,6.62,117532.04063206493
1.0,6.63,117708.2669643904
1.0,6.64,117884.48282978914
1.0,6.65,118060.70336196496
1.0,6.66,118236.93291024759
1.0,6.67,118413.15423756103
1.0,6.68,118589.39238081798
1.0,6.69,118765.57763548363
1.0,6.7,118941.81848564246
1.0,6.71,119118.0265568387
1.0,6.72,119294.23814560502
1.0,6.73,119470.46828284764
1.0,6.74,119646.66782224062
1.0,6.75,119822.88895245551
1.0,6.76,119999.09022999616
1.0,6.77,120175.30403230776
1.0,6.78,120351.49922524077
1.0,6.79,120527.69533770824
1.0,6.8,120703.91227045903
1.0,6.81,120880.09821401308
1.0,6.82,121056.29210141438
1.0,6.83,121232.50080380005
1.0,6.84,121408.68848014205
1.0,6.85,121584.89129498957
1.0,6.86,121761.13805576172
1.0,6.87,121937.37427858495
1.0,6.88,122113.67445921437
1.0,6.89,122290.03465454592
1.0,6.9,122466.49377454315
1.0,6.91,122643.04757034668
1.0,6.92,122819.86513306026
1.0,6.93,122996.95051262059
1.0,6.94,123174.40924983387
1.0,6.95,123352.6662223603
1.0,6.96,123532.01808851426
1.0,6.97,123713.05840174334
1.0,6.98,123899.2238680349
1.0,6.99,124096.14885485343
1.0,7.0,124168.60239873303
1.0,7.01,124330.88851669487
1.0,7.02,124542.2919832537
1.0,7.03,124708.0560913934
1.0,7.04,124925.03292582223
1.0,7.05,125089.34023650968
1.0,7.06,125267.31916725799
1.0,7.07,125443.60350152479
1.0,7.08,125607.06007560923
1.0,7.09,125811.11698507053
1.0,7.1,125985.44674837646
1.0,7.11,126250.30812806504
1.0,7.12,126403.67875050895
1.0,7.13,126570.802638266
1.0,7.14,126748.38051013449
1.0,7.15,126925.96580463627
1.0,7.16,127105.24959803562
1.0,7.17,127284.70949126239
1.0,7.18,127464.46166788829
1.0,7.19,127644.3553650855
1.0,7.2,127824.32326019829
1.0,7.21,128004.3067995364
1.0,7.22,128184.31350336457
1.0,7.23,128364.33235525302
1.0,7.24,128544.3454325159
1.0,7.25,128724.34906990713
1.0,7.26,128904.34760911777
1.0,7.27,129084.33724999959
1.0,7.28,129264.3204468009
1.0,7.29,129444.29675921575
1.0,7.3,129624.26755907398
1.0,7.31,129804.2334812277
1.0,7.32,129984.19487957342
1.0,7.33,130164.15233245934
1.0,7.34,130344.10639289499
1.0,7.35,130524.05670542998
1.0,7.36,130704.00380515294
1.0,7.37,130883.9477626859
1.0,7.38,131063.88883364036
1.0,7.39,131243.82699621737
1.0,7.4,131423.76227578882
1.0,7.41,131603.6947576685
1.0,7.42,131783.62437421287
1.0,7.43,131963.5511656458
1.0,7.44,132143.47468279593
1.0,7.45,132323.39540940942
1.0,7.46,132503.31324506074
1.0,7.47,132683.2282669843
1.0,7.48,132863.14043104343
1.0,7.49,133043.04972608684
1.0,7.5,133222.95633292873
1.0,7.51,133402.85986498446
1.0,7.52,133582.76022624606
1.0,7.53,133762.65766633712
1.0,7.54,133942.55223390152
1.0,7.55,134122.44398039355
1.0,7.56,134302.33291953173
1.0,7.57,134482.21891068362
1.0,7.58,134662.1018610125
1.0,7.59,134841.98254013047
1.0,7.6,135021.8592839298
1.0,7.61,135201.73335685345
