Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106609.30713844176
1.0,6.4,113654.86948290624
1.0,6.8,120703.91227045903
1.0,7.2,127824.32326019829
1.0,7.6,135021.8592839298
1.0,8.0,142214.72901648714
16.4,6.0,106589.4827778463
16.4,6.4,113691.03097092929
16.4,6.8,120791.45926406347
16.4,7.2,127950.76323353512
16.4,7.6,135147.8262687307
16.4,8.0,142340.15224094669
52.8,6.0,106555.68397273067
52.8,6.4,113654.28483986598
52.8,6.8,120750.70395448542
52.8,7.2,127921.32199585706
52.8,7.6,135120.51695963324
52.8,8.0,142312.87477417552
112.8,6.0,106500.25173085618
112.8,6.4,113618.3740848836
112.8,6.8,120734.97596687959
112.8,7.2,127930.45354819851
112.8,7.6,135126.66590987868
112.8,8.0,142317.01563347594
152.8,6.0,106464.04016352829
152.8,6.4,113589.16398681335
152.8,6.8,120712.72827486522
152.8,7.2,127919.81254355333
152.8,7.6,135115.48729106944
152.8,8.0,142305.03357807721
200.0,6.0,106420.38090071517
200.0,6.4,113515.61847666622
200.0,6.8,120618.04032833672
200.0,7.2,127823.20192574646
200.0,7.6,135004.84742096343
200.0,8.0,142188.74638215653
