Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106605.58516731422
1.0,6.4,113688.49285311604
1.0,6.8,120770.50019246299
1.0,7.2,127914.83446528687
1.0,7.6,135112.2243014789
1.0,8.0,142305.0249058119
16.4,6.0,106589.20569179837
16.4,6.4,113691.44895275464
16.4,6.8,120792.210713574
16.4,7.2,127955.28182401843
16.4,7.6,135152.30135025183
16.4,8.0,142344.55783224577
52.8,6.0,106555.74127033215
52.8,6.4,113651.60965782386
52.8,6.8,120745.41739176134
52.8,7.2,127918.36394526434
52.8,7.6,135117.67563357053
52.8,8.0,142309.93255447023
112.8,6.0,106500.05212188637
112.8,6.4,113615.8299373603
112.8,6.8,120729.99794320941
112.8,7.2,127928.74027031015
112.8,7.6,135125.26631978274
112.8,8.0,142315.53577531347
152.8,6.0,106463.77259565907
152.8,6.4,113586.43719445626
152.8,6.8,120707.39643259534
152.8,7.2,127917.89666839935
152.8,7.6,135113.9583729129
152.8,8.0,142303.4231685842
200.0,6.0,106420.06193629792
200.0,6.4,113513.06546475588
200.0,6.8,120612.99304627157
200.0,7.2,127822.15893594886
200.0,7.6,135004.26530307467
200.0,8.0,142188.2186993567
