Time(s),rhoInlet(Kg/m3)
1.27,1703.58091227,100272.435805,102360.122694,104447.809558,106535.496438,108623.183307,110710.87018,112798.557004,114886.243662,165272.248987,119062.899727,121151.648663,123240.666111,125329.6822,127418.698294,129507.714387,131596.730481,133685.746575
200.47,1700.93050754,100091.09172,102176.129728,104261.167728,106346.205732,108431.243734,110516.281737,112601.319714,114686.357785,164885.029051,120137.91201,120942.765721,123028.532472,125114.298504,127200.064539,129285.830574,131371.596609,133457.362644
2500.4700000000003,1653.07097416,97226.7161072,99253.6928744,101280.669641,103307.646409,105334.623176,107361.599943,109388.590523,111558.54002,158257.43187,128087.761271,117536.690625,119523.746835,121550.823519,123577.901801,125604.980083,127632.058365,129659.136647
4500.47,1575.85230366,92669.7366695,94602.0613693,96534.3860691,98466.7107687,100399.035469,102331.360991,104266.415575,106863.788177,147639.186862,124318.55076,112303.920927,113926.354141,115857.878451,117790.267144,119722.656031,121655.044918,123587.433806
7000.47,1431.45289078,84165.6279134,85920.9015436,87676.1751736,89431.448804,91186.7225949,92942.1473341,94726.4769496,97697.9851258,127807.422206,112581.867623,102456.618101,103488.12389,105229.148948,106984.40487,108739.723926,110495.043033,112250.36214
8260.470000000001,1352.13292395,79496.6812082,81154.6942371,82812.707266,84470.7202964,86128.7352875,87787.36779,89498.5446909,92481.2105329,116917.392888,105402.16308,96954.3180424,97764.7926657,99393.2949836,101051.044512,102709.096725,104367.149722,106025.20272
9000.470000000001,1308.68008866,76939.1596352,78543.8912122,80148.6227891,81753.3543746,83358.0920576,84963.9875011,86637.3838092,89581.003245,110952.084394,101346.710478,93914.1083982,94632.2955358,96196.6976533,97800.8534552,99405.6197093,101010.388665,102615.157623
10500.470000000001,1234.37250752,72565.4544353,74079.070576,75592.6867168,77106.3030072,78619.9555696,80136.6599241,81749.766353,84560.3473117,100751.110817,94248.3667594,88676.231799,89281.1266803,90730.8208359,92242.6432804,93756.2736546,95269.9228715,96783.5721588
12000.470000000001,1181.49582782,69452.4205889,70901.1999799,72349.9793753,73798.7599769,75247.6749721,76702.7206404,78279.4127499,80950.1384492,93491.6332267,89087.1069522,84926.961608,85481.0681023,86842.0068279,88286.7764906,89735.5066613,91184.315267,92633.1245236
14000,1139.39847367,66972.3418464,68369.5027405,69766.6637226,71163.8341679,72561.4962911,73971.3980379,75533.967159,78081.9853644,87710.453063,84934.638287,81956.412559,82471.7260363,83747.6383751,85135.8939489,86532.7544355,87929.9359285,89327.1232559
