Time(s),rhoInlet(Kg/m3)
1.27,2219.91205717,130663.687011,133385.843514,136108.000017,138830.15652,141552.313022,144274.469525,146996.626028,149718.782499,202696.101434,155163.148356,157885.268418,160607.435588,163329.602749,166051.769909,168773.937069,171496.104229,174218.271389
200.23000000000002,2219.15494917,130595.381322,133316.614301,136037.847279,138759.080258,141480.313236,144201.546215,146922.779193,149644.012158,202585.040316,155887.416394,157807.720155,160528.958918,163250.197674,165971.43643,168692.675187,171413.913943,174135.1527
2500.23,2204.42423755,129679.963752,132383.138169,135086.312587,137789.487004,140492.661421,143195.835839,145899.010496,148663.931112,200904.151968,166123.779182,156721.82364,159414.883829,162118.059043,164821.234264,167524.409485,170227.584707,172930.759928
4500.23,2175.57850591,127967.464693,130635.267327,133303.069962,135970.872597,138638.675231,141306.477872,143974.6691,147100.154316,197716.01849,167467.319303,154795.595554,157313.362436,159981.097583,162648.900725,165316.703868,167984.507011,170652.310154
7000.23,2094.5264335,123187.064788,125755.477467,128323.890146,130892.302825,133460.715504,136029.136541,138607.25864,142359.338498,188799.181879,163364.584478,149410.903776,151442.762668,154008.019836,156576.430797,159144.843836,161713.256875,164281.669914
8250.23,2023.13509973,118983.115341,121463.984441,123944.85354,126425.722639,128906.591759,131387.518838,133891.86308,137882.486228,180953.988876,158246.746435,144555.192594,146281.708717,148753.5632,151234.414668,153715.28408,156196.153496,158677.022912
9000.23,1967.74847036,115722.940451,118135.891717,120548.842983,122961.794249,125374.745616,127787.839921,130236.040705,134314.939915,174869.322403,153985.848652,140740.957015,142280.105803,144678.405412,147091.307901,149504.259438,151917.210999,154330.162561
10500.23,1829.00829075,107558.653088,109801.474242,112044.295396,114287.11655,116529.938955,118773.345676,121081.102741,125175.119377,159630.664623,142794.917645,131072.679498,132260.619997,134472.744788,136715.329377,138958.150396,141200.971812,143443.793229
12000.23,1664.5406966,97882.3647993,99923.5075921,101964.650385,104005.793188,106046.944211,108089.724235,110227.904714,114112.587114,141568.957922,129017.507254,119472.466411,120386.526816,122376.835159,124417.225087,126458.364985,128499.508011,130540.65104
14000,1450.06014754,85264.7890156,87042.9250619,88821.0611084,90599.1973759,92377.3859224,94159.7891387,96068.2229585,99442.9224447,118016.780426,110555.019203,104182.739584,104902.901721,106604.69703,108380.58252,110158.694783,111936.830948,113714.967204
