Time,Depth(m),Pressure(Pa)
2500.0,6.2,134005.0428198603
2500.0,6.21,134221.29677324498
2500.0,6.22,134437.55072662883
2500.0,6.23,134653.80468001426
2500.0,6.24,134870.05863339943
2500.0,6.25,135086.31258678332
2500.0,6.26,135302.566540166
2500.0,6.27,135518.82049354937
2500.0,6.28,135735.07444693398
2500.0,6.29,135951.32840031857
2500.0,6.3,136167.58235370283
2500.0,6.31,136383.83630708756
2500.0,6.32,136600.09026047244
2500.0,6.33,136816.34421385633
2500.0,6.34,137032.5981672407
2500.0,6.35,137248.85212062573
2500.0,6.36,137465.10607400927
2500.0,6.37,137681.360027394
2500.0,6.38,137897.61398077832
2500.0,6.39,138113.86793416264
2500.0,6.4,138330.1218875474
2500.0,6.41,138546.37584093228
2500.0,6.42,138762.62979431602
2500.0,6.43,138978.88374770145
2500.0,6.44,139195.13770108594
2500.0,6.45,139411.39165447018
2500.0,6.46,139627.64560785494
2500.0,6.47,139843.89956123964
2500.0,6.48,140060.15351462367
2500.0,6.49,140276.40746800817
2500.0,6.5,140492.6614213932
2500.0,6.51,140708.91537477777
2500.0,6.52,140925.16932816198
2500.0,6.53,141141.4232815467
2500.0,6.54,141357.67723493156
2500.0,6.55,141573.9311883159
2500.0,6.56,141790.18514170023
2500.0,6.57,142006.4390950846
2500.0,6.58,142222.69304846885
2500.0,6.59,142438.94700185282
2500.0,6.6,142655.2009552361
2500.0,6.61,142871.454908619
2500.0,6.62,143087.708862002
2500.0,6.63,143303.9628153852
2500.0,6.64,143520.21676876812
2500.0,6.65,143736.47072215076
2500.0,6.66,143952.7246755344
2500.0,6.67,144168.97862891917
2500.0,6.68,144385.23258230786
2500.0,6.69,144601.486535714
2500.0,6.7,144817.7404892087
2500.0,6.71,145033.99444311348
2500.0,6.72,145250.24839902943
2500.0,6.73,145466.5023634562
2500.0,6.74,145682.75636343367
2500.0,6.75,145899.01049634482
2500.0,6.76,146115.26509885822
2500.0,6.77,146331.52122566398
2500.0,6.78,146547.78211429866
2500.0,6.79,146764.05683623196
2500.0,6.8,146980.3706743009
2500.0,6.81,147196.79249995772
2500.0,6.82,147413.4952199875
2500.0,6.83,147630.75798698675
2500.0,6.84,147849.38479737897
2500.0,6.85,148070.99943248474
2500.0,6.86,148298.4117456964
2500.0,6.87,148537.64701919936
2500.0,6.88,148798.1623142528
2500.0,6.89,149097.61933475127
2500.0,6.9,149460.46762181024
2500.0,6.91,149930.13972535892
2500.0,6.92,150571.50838522392
2500.0,6.93,151469.4996047562
2500.0,6.94,152755.26753016916
2500.0,6.95,154639.7023637577
2500.0,6.96,157353.5317322471
2500.0,6.97,161196.77887957124
2500.0,6.98,166654.18115398785
2500.0,6.99,175887.08471493854
2500.0,7.0,200904.1519678575
2500.0,7.01,201193.43187984754
2500.0,7.02,201480.59560085603
2500.0,7.03,201767.72474504617
2500.0,7.04,202054.88128240337
2500.0,7.05,202342.02346207883
2500.0,7.06,202629.16804965906
2500.0,7.07,202916.3199939173
2500.0,7.08,203203.4717884967
2500.0,7.09,203490.609356013
2500.0,7.1,203777.70409782164
2500.0,7.11,177294.49840907758
2500.0,7.12,168810.7850778731
2500.0,7.13,163851.40860157734
2500.0,7.14,160582.25061161062
2500.0,7.15,158604.45161598804
2500.0,7.16,157332.33293855644
2500.0,7.17,156559.2654794776
2500.0,7.18,156154.04219376598
2500.0,7.19,155965.9997152898
2500.0,7.2,155939.51215345625
2500.0,7.21,156014.73459198576
2500.0,7.22,156151.03960472136
2500.0,7.23,156323.145415745
2500.0,7.24,156516.72093627226
2500.0,7.25,156721.82363961198
2500.0,7.26,156932.3402064642
2500.0,7.27,157146.03802689037
2500.0,7.28,157361.20440580833
2500.0,7.29,157577.0094851241
2500.0,7.3,157793.08345751162
2500.0,7.31,158009.26942632854
2500.0,7.32,158225.4988637128
2500.0,7.33,158441.74453814828
2500.0,7.34,158657.9958697816
2500.0,7.35,158874.24908670184
2500.0,7.36,159090.5028743991
2500.0,7.37,159306.7568318347
2500.0,7.38,159523.01083433017
2500.0,7.39,159739.26484873265
2500.0,7.4,159955.51886576394
2500.0,7.41,160171.7728833361
2500.0,7.42,160388.02690101785
2500.0,7.43,160604.28091871814
2500.0,7.44,160820.53493641916
2500.0,7.45,161036.78895411975
2500.0,7.46,161253.0429718208
2500.0,7.47,161469.29698952238
2500.0,7.48,161685.55100722436
2500.0,7.49,161901.8050249266
2500.0,7.5,162118.0590426291
2500.0,7.51,162334.3130603315
2500.0,7.52,162550.56707803466
2500.0,7.53,162766.82109573818
2500.0,7.54,162983.07511344226
2500.0,7.55,163199.32913114553
2500.0,7.56,163415.58314884888
2500.0,7.57,163631.8371665531
2500.0,7.58,163848.09118425686
2500.0,7.59,164064.34520195995
2500.0,7.6,164280.59921966388
2500.0,7.61,164496.8532373682
2500.0,7.62,164713.10725507158
2500.0,7.63,164929.3612727748
2500.0,7.64,165145.61529047866
2500.0,7.65,165361.8693081823
2500.0,7.66,165578.12332588554
2500.0,7.67,165794.3773435895
2500.0,7.68,166010.63136129416
2500.0,7.69,166226.8853789977
2500.0,7.7,166443.13939670115
2500.0,7.71,166659.39341440532
2500.0,7.72,166875.6474321087
2500.0,7.73,167091.90144981202
2500.0,7.74,167308.1554675162
2500.0,7.75,167524.40948522082
2500.0,7.76,167740.66350292403
2500.0,7.77,167956.91752062773
2500.0,7.78,168173.1715383318
2500.0,7.79,168389.4255560353
2500.0,7.8,168605.67957373866
2500.0,7.81,168821.9335914429
2500.0,7.82,169038.1876091474
2500.0,7.83,169254.44162685063
2500.0,7.84,169470.69564455433
2500.0,7.85,169686.94966225847
2500.0,7.86,169903.2036799617
2500.0,7.87,170119.45769766453
2500.0,7.88,170335.711715369
2500.0,7.89,170551.9657330736
2500.0,7.9,170768.2197507773
2500.0,7.91,170984.47376848225
2500.0,7.92,171200.72778618516
2500.0,7.93,171416.9818038891
2500.0,7.94,171633.235821593
2500.0,7.95,171849.48983929786
2500.0,7.96,172065.74385699985
2500.0,7.97,172281.99787470466
2500.0,7.98,172498.2518924074
2500.0,7.99,172714.50591011049
4500.0,6.0,127967.46469283305
4500.0,6.01,128180.8889036021
4500.0,6.02,128394.3131143705
4500.0,6.03,128607.73732513988
4500.0,6.04,128821.16153590746
4500.0,6.05,129034.58574667716
4500.0,6.06,129248.00995744494
4500.0,6.07,129461.43416821354
4500.0,6.08,129674.85837898162
4500.0,6.09,129888.28258975058
4500.0,6.1,130101.7068005183
4500.0,6.11,130315.13101128688
4500.0,6.12,130528.55522205432
4500.0,6.13,130741.97943282253
4500.0,6.14,130955.40364359152
4500.0,6.15,131168.8278543606
4500.0,6.16,131382.2520651288
4500.0,6.17,131595.67627589754
4500.0,6.18,131809.10048666643
4500.0,6.19,132022.52469743427
4500.0,6.2,132235.94890820223
4500.0,6.21,132449.37311897104
4500.0,6.22,132662.7973297399
4500.0,6.23,132876.22154050783
4500.0,6.24,133089.6457512768
4500.0,6.25,133303.06996204564
4500.0,6.26,133516.4941728133
4500.0,6.27,133729.91838358148
4500.0,6.28,133943.34259435025
4500.0,6.29,134156.76680511885
4500.0,6.3,134370.19101588705
4500.0,6.31,134583.61522665576
4500.0,6.32,134797.03943742445
4500.0,6.33,135010.4636481923
4500.0,6.34,135223.88785896052
4500.0,6.35,135437.31206972955
4500.0,6.36,135650.73628049708
4500.0,6.37,135864.16049126582
4500.0,6.38,136077.58470203425
4500.0,6.39,136291.00891280256
4500.0,6.4,136504.43312357122
4500.0,6.41,136717.85733434005
4500.0,6.42,136931.2815451078
4500.0,6.43,137144.70575587716
4500.0,6.44,137358.12996664582
4500.0,6.45,137571.55417741416
4500.0,6.46,137784.97838818288
4500.0,6.47,137998.40259895156
4500.0,6.48,138211.8268097196
4500.0,6.49,138425.25102048807
4500.0,6.5,138638.67523125702
4500.0,6.51,138852.09944202544
4500.0,6.52,139065.52365279358
4500.0,6.53,139278.94786356232
4500.0,6.54,139492.37207433136
4500.0,6.55,139705.7962851004
4500.0,6.56,139919.22049587147
4500.0,6.57,140132.64470664924
4500.0,6.58,140346.06891744875
4500.0,6.59,140559.49312831764
4500.0,6.6,140772.917339402
4500.0,6.61,140986.34155112185
4500.0,6.62,141199.7657645776
4500.0,6.63,141413.18998292502
4500.0,6.64,141626.61421452308
4500.0,6.65,141840.0384808664
4500.0,6.66,142053.46283369279
4500.0,6.67,142266.8873947865
4500.0,6.68,142480.31244870057
4500.0,6.69,142693.73866175592
4500.0,6.7,142907.1675641246
4500.0,6.71,143120.60218655434
4500.0,6.72,143334.0490710942
4500.0,6.73,143547.52126503648
4500.0,6.74,143761.04506738135
4500.0,6.75,143974.66909994907
4500.0,6.76,144188.4851083132
4500.0,6.77,144402.65717487573
4500.0,6.78,144617.47641497466
4500.0,6.79,144833.43996995623
4500.0,6.8,145051.396194571
4500.0,6.81,145272.7923042144
4500.0,6.82,145499.93264086545
