Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106605.60973782324
1.0,6.01,106780.52249946925
1.0,6.02,106956.48354812278
1.0,6.03,107134.83236162673
1.0,6.04,107312.03463258473
1.0,6.05,107488.50439024948
1.0,6.06,107665.39510708144
1.0,6.07,107842.30281270959
1.0,6.08,108019.132711445
1.0,6.09,108195.95791434136
1.0,6.1,108372.77887583472
1.0,6.11,108549.66869160104
1.0,6.12,108726.55596100155
1.0,6.13,108903.337416506
1.0,6.14,109080.16326117012
1.0,6.15,109257.04544592157
1.0,6.16,109433.88807951301
1.0,6.17,109610.7184526012
1.0,6.18,109787.57165216113
1.0,6.19,109964.40917728338
1.0,6.2,110141.21833913735
1.0,6.21,110318.05991415693
1.0,6.22,110494.91811131273
1.0,6.23,110671.73815487602
1.0,6.24,110848.56706577077
1.0,6.25,111025.4234054356
1.0,6.26,111202.23823387505
1.0,6.27,111379.02253935464
1.0,6.28,111555.87080424173
1.0,6.29,111732.7189079576
1.0,6.3,111909.52873782019
1.0,6.31,112086.35730543413
1.0,6.32,112263.20525692878
1.0,6.33,112439.99571060845
1.0,6.34,112616.77884899243
1.0,6.35,112793.62704485394
1.0,6.36,112970.45619856924
1.0,6.37,113147.25758248786
1.0,6.38,113324.08624459911
1.0,6.39,113500.92473194467
1.0,6.4,113677.69269483266
1.0,6.41,113854.48334958912
1.0,6.42,114031.32177670037
1.0,6.43,114208.13213176613
1.0,6.44,114384.92579534542
1.0,6.45,114561.75363334057
1.0,6.46,114738.56729947941
1.0,6.47,114915.32742439836
1.0,6.48,115092.12525672882
1.0,6.49,115268.95490468771
1.0,6.5,115445.74708771844
1.0,6.51,115622.53811325732
1.0,6.52,115799.36017321424
1.0,6.53,115976.14995532198
1.0,6.54,116152.90148220106
1.0,6.55,116329.70686878408
1.0,6.56,116506.52569686128
1.0,6.57,116683.29894563886
1.0,6.58,116860.08579380381
1.0,6.59,117036.89551366575
1.0,6.6,117213.6710026297
1.0,6.61,117390.43023191707
1.0,6.62,117567.2354100821
1.0,6.63,117744.02958793083
1.0,6.64,117920.79463127299
1.0,6.65,118097.58641578461
1.0,6.66,118274.3965370981
1.0,6.67,118451.13804025103
1.0,6.68,118627.88559123322
1.0,6.69,118804.68725458012
1.0,6.7,118981.46756578401
1.0,6.71,119158.2272365831
1.0,6.72,119335.01997945504
1.0,6.73,119511.81115464334
1.0,6.74,119688.53438291483
1.0,6.75,119865.28623907462
1.0,6.76,120042.0770291625
1.0,6.77,120218.83586331039
1.0,6.78,120395.58419097331
1.0,6.79,120572.3719654087
1.0,6.8,120749.13288484768
1.0,6.81,120925.84143704371
1.0,6.82,121102.59661699916
1.0,6.83,121279.37756492692
1.0,6.84,121456.12396112605
1.0,6.85,121632.88424141874
1.0,6.86,121809.69067794306
1.0,6.87,121986.49280053008
1.0,6.88,122163.29152425744
1.0,6.89,122340.21117108846
1.0,6.9,122517.17378253207
1.0,6.91,122694.25397576025
1.0,6.92,122871.51753180797
1.0,6.93,123048.98409669161
1.0,6.94,123226.92359231584
1.0,6.95,123405.08684668486
1.0,6.96,123584.22322862907
1.0,6.97,123770.77047363864
1.0,6.98,123968.91733040281
1.0,6.99,124114.40293268897
1.0,7.0,124236.76895983845
1.0,7.01,124415.1951340331
1.0,7.02,124605.36874850895
1.0,7.03,124792.2764038859
1.0,7.04,124975.18047134724
1.0,7.05,125156.33637334862
1.0,7.06,125321.30269060019
1.0,7.07,125499.15055553068
1.0,7.08,125700.54695379965
1.0,7.09,125892.40788051745
1.0,7.1,126087.42575096179
1.0,7.11,126278.48537094743
1.0,7.12,126469.54499093311
1.0,7.13,126643.85674640615
1.0,7.14,126810.72500654022
1.0,7.15,126983.13629044466
1.0,7.16,127164.41641238108
1.0,7.17,127345.5762035333
1.0,7.18,127525.2920252754
1.0,7.19,127705.00784701752
1.0,7.2,127884.94832394196
1.0,7.21,128064.95619742114
1.0,7.22,128244.96108312551
1.0,7.23,128424.96248309269
1.0,7.24,128604.96316161913
1.0,7.25,128784.9598722216
1.0,7.26,128964.95658282409
1.0,7.27,129144.93956688028
1.0,7.28,129324.92005520078
1.0,7.29,129504.89380503871
1.0,7.3,129684.86177903446
1.0,7.31,129864.82760682228
1.0,7.32,130044.78628058381
1.0,7.33,130224.74495434531
1.0,7.34,130404.69682769966
1.0,7.35,130584.64813435344
1.0,7.36,130764.59489738451
1.0,7.37,130944.53882065139
1.0,7.38,131124.480717231
1.0,7.39,131304.4180537642
1.0,7.4,131484.35539029745
1.0,7.41,131664.285620072
1.0,7.42,131844.2158498466
1.0,7.43,132024.14188227252
1.0,7.44,132204.06604921015
1.0,7.45,132383.98745075666
1.0,7.46,132563.90442767733
1.0,7.47,132743.82090363777
1.0,7.48,132923.73136807562
1.0,7.49,133103.64183251341
1.0,7.5,133283.54697209844
1.0,7.51,133463.45051422762
1.0,7.52,133643.35114545358
1.0,7.53,133823.24838062577
1.0,7.54,134003.14454663818
1.0,7.55,134183.034832272
1.0,7.56,134362.9251179058
1.0,7.57,134542.80958983296
1.0,7.58,134722.69300472247
1.0,7.59,134902.5730035413
1.0,7.6,135082.4500742995
1.0,7.61,135262.32552074967
1.0,7.62,135442.19555283966
1.0,7.63,135622.0655849296
1.0,7.64,135801.9294595019
1.0,7.65,135981.79282094774
1.0,7.66,136161.65175370232
1.0,7.67,136341.5079185249
1.0,7.68,136521.36224245094
1.0,7.69,136701.21242435975
1.0,7.7,136881.0626062685
1.0,7.71,137060.9053939015
1.0,7.72,137240.74818153452
1.0,7.73,137420.58636424225
1.0,7.74,137600.42250031652
1.0,7.75,137780.25593250952
1.0,7.76,137960.08503849257
1.0,7.77,138139.9136498399
1.0,7.78,138319.73632555935
