Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106605.60973782324
1.0,6.4,113677.69269483266
1.0,6.8,120749.13288484768
1.0,7.2,127884.94832394196
1.0,7.6,135082.4500742995
1.0,8.0,142275.26809576195
16.4,6.0,106589.22657671217
16.4,6.4,113690.75338616002
16.4,6.8,120790.87649216616
16.4,7.2,127951.93921157258
16.4,7.6,135149.0233875266
16.4,8.0,142341.2973778684
52.8,6.0,106555.81798356208
52.8,6.4,113652.35800996661
52.8,6.8,120746.92338443223
52.8,7.2,127918.77368437976
52.8,7.6,135117.96394087726
52.8,8.0,142310.24625042264
112.8,6.0,106500.17915933643
112.8,6.4,113616.64654768407
112.8,6.8,120731.60860744743
112.8,7.2,127929.17423207771
112.8,7.6,135125.41066121284
112.8,8.0,142315.70033523382
152.8,6.0,106463.90495184707
152.8,6.4,113587.3562936481
152.8,6.8,120709.2011684092
152.8,7.2,127918.50164156052
152.8,7.6,135114.231286202
152.8,8.0,142303.71660810334
200.0,6.0,106420.194136971
200.0,6.4,113513.96827635981
200.0,6.8,120614.78421600061
200.0,7.2,127822.48311619114
200.0,7.6,135004.26451369232
200.0,8.0,142188.20419929133
