Time(s),rhoInlet(Kg/m3)
0,2229.133333333333,203553.5751199759,206203.40748384508,208853.2378212305,211503.06980445728,214152.9007287395,216802.7323342226,219452.56272854313,222102.3931237105,224752.17377672406,227402.20507671585,230052.32737571077,232702.4330938112,235352.53832398966,238002.6435372976,240652.74874999974,243302.85396267963,245952.95917535806
200.23000000000002,2155.801709656479,126866.43823706543,129509.71051086861,132152.98278326174,134796.25505693507,137439.52732978377,140082.79960291108,142726.07187116548,145369.34377434215,195620.6439215821,151476.16163920128,153299.6038441583,155943.15595843797,158586.70780467478,161230.25965111473,163873.81149758244,166517.36334404824,169160.9151905144
2500.23,2059.776794768254,121168.26109217825,123694.02334317232,126219.78559414858,128745.54784515515,131271.3100961466,133797.07234715042,136322.83501262387,138909.02869030953,185015.20168337133,155193.45677887116,146437.97525547174,148951.74567325262,151477.5469492802,154003.34824386123,156529.1495384471,159054.95083303165,161580.7521276164
4500.23,1904.843066817016,112039.12812912287,114374.917252015,116710.70637491482,119046.49549782129,121382.28462073658,123718.0737606795,126054.3626521579,128783.10272178815,167982.26101065936,145760.5347436319,135551.19242941734,137732.9825240881,140068.68485741975,142404.49866566708,144740.31247635244,147076.1262870364,149411.94009772144
7000.23,1615.106324872287,94985.32522518239,96965.83186453485,98946.33850388328,100926.84514325164,102907.35178651495,104887.87588672245,106878.2004964851,109643.09202572856,136153.71017809844,123174.14964488745,115216.67108368187,116774.97839473981,118751.47167488097,120731.99010081618,122712.51423083665,124693.03836171112,126673.5624925856
8250.23,1457.1696327369173,85691.99478074186,87478.83365522666,89265.67252972153,91052.51140422974,92839.35038596572,94626.29444870153,96433.26286026054,99046.47097116512,118807.78277319868,110040.83016158437,104058.78834987509,105357.05802270953,107134.15736945704,108920.96881205737,110707.82304147337,112494.67730361283,114281.53156575652
9000.23,1368.753363982556,80489.71481913702,82168.13425373567,83846.55368839648,85524.97312318621,87203.39303988026,88882.04571107846,90587.25785405932,93062.01814220633,109097.73392736742,102531.48755920675,97780.92344909051,98966.50431592471,100630.90284652564,102309.23144133769,103987.66508300885,105666.09889553413,107344.5327081179
10500.23,1219.645128055029,71716.47109264678,73212.04818179016,74707.62527094722,76203.20236804217,77698.78394283971,79195.07720937693,80727.23210179147,82865.93235640958,92722.81820928244,89622.37898118165,87123.19530611006,88189.88678110913,89663.82075506487,91159.03115077608,92654.61899084158,94150.20882603088,95645.79866430692
12000.23,1113.538869102275,65472.855029764985,66838.3205799395,68203.78613030587,69569.2517757422,70934.73587441588,72301.50717234734,73703.33641780654,75495.23085833601,81070.15535286586,80216.78755461166,79453.33686870297,80517.35690546133,81859.26815124945,83223.96663841778,84589.43394921314,85954.91094235462,87320.38798051748
14000,1029.054873813298,60500.098287081,61761.96663944091,63023.83499507639,64285.70386302006,65547.60880384308,66810.65100250041,68090.66037489727,69494.03776165954,71790.92123629515,72533.96847120479,73238.63380659433,74394.30381779195,75643.3576161484,76904.452743345,78166.30893712623,79428.18718306631,80690.06572036655
