Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106608.98776498662
1.0,6.01,106778.2506954264
1.0,6.02,106957.0938103444
1.0,6.03,107133.27749041427
1.0,6.04,107309.62399679654
1.0,6.05,107485.8953643098
1.0,6.06,107662.19848548193
1.0,6.07,107838.52659033038
1.0,6.08,108014.81827842229
1.0,6.09,108191.07828857526
1.0,6.1,108367.40213246315
1.0,6.11,108543.67783457958
1.0,6.12,108719.9789125447
1.0,6.13,108896.27021809759
1.0,6.14,109072.59744465351
1.0,6.15,109248.8267248464
1.0,6.16,109425.14672158782
1.0,6.17,109601.44807145416
1.0,6.18,109777.70244043937
1.0,6.19,109954.0044766581
1.0,6.2,110130.30420680683
1.0,6.21,110306.58145301744
1.0,6.22,110482.84776834166
1.0,6.23,110659.15997710938
1.0,6.24,110835.4189137156
1.0,6.25,111011.70133033291
1.0,6.26,111187.98618505985
1.0,6.27,111364.29890217708
1.0,6.28,111540.52040025072
1.0,6.29,111716.82640407019
1.0,6.3,111893.12347221831
1.0,6.31,112069.36025351135
1.0,6.32,112245.65337977545
1.0,6.33,112421.93875116555
1.0,6.34,112598.2117812971
1.0,6.35,112774.45850283995
1.0,6.36,112950.76419235593
1.0,6.37,113127.01134290393
1.0,6.38,113303.27979050472
1.0,6.39,113479.56044016854
1.0,6.4,113655.84621660426
1.0,6.41,113832.07580366195
1.0,6.42,114008.35939109082
1.0,6.43,114184.6563569995
1.0,6.44,114360.86065446069
1.0,6.45,114537.1586550841
1.0,6.46,114713.42513741385
1.0,6.47,114889.69075611288
1.0,6.48,115065.92636950417
1.0,6.49,115242.21582616429
1.0,6.5,115418.46068220289
1.0,6.51,115594.70858617997
1.0,6.52,115770.98134377945
1.0,6.53,115947.25379718775
1.0,6.54,116123.47835995189
1.0,6.55,116299.74407418525
1.0,6.56,116476.03008060623
1.0,6.57,116652.22275972171
1.0,6.58,116828.51178804845
1.0,6.59,117004.76532374891
1.0,6.6,117181.02568437385
1.0,6.61,117357.24452662078
1.0,6.62,117533.52079058871
1.0,6.63,117709.7624510719
1.0,6.64,117885.99280486276
1.0,6.65,118062.25298613962
1.0,6.66,118238.51964239443
1.0,6.67,118414.73464206964
1.0,6.68,118590.9817292871
1.0,6.69,118767.25284729223
1.0,6.7,118943.45484646237
1.0,6.71,119119.71249444496
1.0,6.72,119295.95295822417
1.0,6.73,119472.21940688913
1.0,6.74,119648.40366509739
1.0,6.75,119824.66905051547
1.0,6.76,120000.90449225112
1.0,6.77,120177.11011318026
1.0,6.78,120353.35270733552
1.0,6.79,120529.6086576034
1.0,6.8,120705.78839512312
1.0,6.81,120881.99872162627
1.0,6.82,121058.26692266719
1.0,6.83,121234.44758353903
1.0,6.84,121410.67484038576
1.0,6.85,121586.94970052365
1.0,6.86,121763.17017219139
1.0,6.87,121939.44529903316
1.0,6.88,122115.79201934357
1.0,6.89,122292.15458644778
1.0,6.9,122468.65672970298
1.0,6.91,122645.25274153396
1.0,6.92,122822.01938368811
1.0,6.93,122999.10677623219
1.0,6.94,123176.66186714993
1.0,6.95,123354.80515835813
1.0,6.96,123534.56501131917
1.0,6.97,123716.00788617779
1.0,6.98,123898.19905530948
1.0,6.99,124087.125136405
1.0,7.0,124185.33004896325
1.0,7.01,124320.14870398286
1.0,7.02,124556.65554669696
1.0,7.03,124739.73736011812
1.0,7.04,124897.15554276535
1.0,7.05,125056.75306657792
1.0,7.06,125259.15617412544
1.0,7.07,125450.45139715496
1.0,7.08,125636.03971341038
1.0,7.09,125775.51338113296
1.0,7.1,126009.12451146464
1.0,7.11,126264.38356437476
