Time,Depth(m),Pressure(Pa)
4500.0,6.97,115235.32440332144
4500.0,6.98,117825.80570585729
4500.0,6.99,121771.0011670996
4500.0,7.0,131832.7914776083
4500.0,7.01,132023.06700078372
4500.0,7.02,132211.7742443975
4500.0,7.03,132400.32757713416
4500.0,7.04,132588.84794506137
4500.0,7.05,132777.34402849514
4500.0,7.06,132965.8275881888
4500.0,7.07,133154.29916493112
4500.0,7.08,133342.7433645776
4500.0,7.09,133531.08275547106
4500.0,7.1,133715.2772828309
4500.0,7.11,123803.15274445387
4500.0,7.12,120243.90180798183
4500.0,7.13,117962.50330699183
4500.0,7.14,116270.82762124063
4500.0,7.15,115020.65733866752
4500.0,7.16,114097.85361169453
4500.0,7.17,113409.65027691043
4500.0,7.18,112915.6028018254
4500.0,7.19,112558.7891616004
4500.0,7.2,112321.01953545
4500.0,7.21,112178.86217318743
4500.0,7.22,112109.34065274557
4500.0,7.23,112096.0009835769
4500.0,7.24,112128.34486861806
4500.0,7.25,112194.69684856746
4500.0,7.26,112284.57839384145
4500.0,7.27,112393.90420647066
4500.0,7.28,112517.32810586039
4500.0,7.29,112650.66979490349
4500.0,7.3,112790.9664370286
4500.0,7.31,112936.09949144506
4500.0,7.32,113084.53484822117
4500.0,7.33,113235.18527004967
4500.0,7.34,113387.29335084897
4500.0,7.35,113540.35448763534
4500.0,7.36,113694.01669726423
4500.0,7.37,113848.05278204412
4500.0,7.38,114002.31756289153
4500.0,7.39,114156.72329669935
4500.0,7.4,114311.21047036044
4500.0,7.41,114465.74419729513
4500.0,7.42,114620.30431758579
4500.0,7.43,114774.87932296454
4500.0,7.44,114929.46253580032
4500.0,7.45,115084.05015810442
4500.0,7.46,115238.64006681564
4500.0,7.47,115393.23113845827
4500.0,7.48,115547.82281416307
4500.0,7.49,115702.41479033613
4500.0,7.5,115857.00691117538
4500.0,7.51,116011.59910040208
4500.0,7.52,116166.19132139772
4500.0,7.53,116320.7835570943
4500.0,7.54,116475.37579935527
4500.0,7.55,116629.96804446937
4500.0,7.56,116784.56029080268
4500.0,7.57,116939.15253763812
4500.0,7.58,117093.74478468193
4500.0,7.59,117248.33703180941
4500.0,7.6,117402.9292789694
4500.0,7.61,117557.52152614281
4500.0,7.62,117712.11377331981
4500.0,7.63,117866.70602049859
4500.0,7.64,118021.29826767865
4500.0,7.65,118175.89051485831
4500.0,7.66,118330.4827620379
4500.0,7.67,118485.0750092181
4500.0,7.68,118639.66725639868
4500.0,7.69,118794.25950357865
4500.0,7.7,118948.8517507586
4500.0,7.71,119103.44399793871
4500.0,7.72,119258.03624511836
4500.0,7.73,119412.62849229806
4500.0,7.74,119567.2207394784
4500.0,7.75,119721.81298665919
4500.0,7.76,119876.40523383871
4500.0,7.77,120030.99748101871
4500.0,7.78,120185.58972819877
4500.0,7.79,120340.18197537883
4500.0,7.8,120494.77422255866
4500.0,7.81,120649.36646973912
4500.0,7.82,120803.95871691944
4500.0,7.83,120958.5509640992
4500.0,7.84,121113.14321127931
4500.0,7.85,121267.73545845938
4500.0,7.86,121422.32770563898
4500.0,7.87,121576.91995281832
4500.0,7.88,121731.51219999898
4500.0,7.89,121886.10444717959
4500.0,7.9,122040.69669435969
4500.0,7.91,122195.28894154038
4500.0,7.92,122349.88118871978
4500.0,7.93,122504.47343590004
4500.0,7.94,122659.06568308003
4500.0,7.95,122813.6579302607
4500.0,7.96,122968.25017743948
4500.0,7.97,123122.84242462052
4500.0,7.98,123277.43467179946
4500.0,7.99,123432.02691897942
7000.0,6.0,84168.16926852365
7000.0,6.01,84308.56831781408
7000.0,6.02,84448.9673670378
7000.0,6.03,84589.36641630398
7000.0,6.04,84729.76546556508
7000.0,6.05,84870.16451478575
7000.0,6.06,85010.56356404028
7000.0,6.07,85150.96261330105
7000.0,6.08,85291.36166255335
7000.0,6.09,85431.7607117352
7000.0,6.1,85572.15976103573
7000.0,6.11,85712.55881027492
7000.0,6.12,85852.95785946256
7000.0,6.13,85993.35690872915
7000.0,6.14,86133.7559579627
7000.0,6.15,86274.15500717462
7000.0,6.16,86414.55405645096
7000.0,6.17,86554.95310574344
7000.0,6.18,86695.35215485655
7000.0,6.19,86835.75120399217
7000.0,6.2,86976.1502532028
7000.0,6.21,87116.54930236179
7000.0,6.22,87256.94835148219
7000.0,6.23,87397.34740088662
7000.0,6.24,87537.74645030998
7000.0,6.25,87678.14549938716
7000.0,6.26,87818.54454855325
7000.0,6.27,87958.9435976561
7000.0,6.28,88099.34264673393
7000.0,6.29,88239.74169585106
7000.0,6.3,88380.14074508731
7000.0,6.31,88520.53979452913
7000.0,6.32,88660.93884367522
7000.0,6.33,88801.33789286311
7000.0,6.34,88941.73694200754
7000.0,6.35,89082.1359910217
7000.0,6.36,89222.53504030571
7000.0,6.37,89362.93408965661
7000.0,6.38,89503.33313893466
7000.0,6.39,89643.73218813454
7000.0,6.4,89784.13123733188
7000.0,6.41,89924.53028661819
7000.0,6.42,90064.9293360362
7000.0,6.43,90205.32838573155
7000.0,6.44,90345.72743588263
7000.0,6.45,90486.12648685326
7000.0,6.46,90626.52553950078
7000.0,6.47,90766.92459521856
7000.0,6.48,90907.32365688615
7000.0,6.49,91047.72272957377
7000.0,6.5,91188.12182255357
7000.0,6.51,91328.52095190834
7000.0,6.52,91468.9201456952
7000.0,6.53,91609.31945642133
7000.0,6.54,91749.7189714468
7000.0,6.55,91890.1188390693
7000.0,6.56,92030.51930600507
7000.0,6.57,92170.92077529102
7000.0,6.58,92311.3239229876
7000.0,6.59,92451.72984480622
7000.0,6.6,92592.1403049197
7000.0,6.61,92732.55802631678
7000.0,6.62,92872.98707124556
7000.0,6.63,93013.43409125075
7000.0,6.64,93153.90940347506
7000.0,6.65,93294.4279182541
7000.0,6.66,93435.01147298732
7000.0,6.67,93575.69165329641
7000.0,6.68,93716.51575429438
7000.0,6.69,93857.55302246923
7000.0,6.7,93998.90403833761
7000.0,6.71,94140.69457225027
7000.0,6.72,94283.10646301661
7000.0,6.73,94426.39416151511
7000.0,6.74,94570.90145205209
7000.0,6.75,94717.06851678505
7000.0,6.76,94865.48194153381
7000.0,6.77,95016.91090062169
7000.0,6.78,95172.33898825341
7000.0,6.79,95333.02794599358
7000.0,6.8,95500.57859695517
7000.0,6.81,95677.10404379161
7000.0,6.82,95865.14067861601
7000.0,6.83,96066.49512541348
7000.0,6.84,96285.47635033165
7000.0,6.85,96527.01168966237
7000.0,6.86,96795.11928672035
7000.0,6.87,97096.94920656535
7000.0,6.88,97438.27266487041
7000.0,6.89,97828.85721366809
7000.0,6.9,98276.90914169014
7000.0,6.91,98794.73695051782
7000.0,6.92,99400.13355796764
7000.0,6.93,100107.63249643776
7000.0,6.94,100942.45330770487
7000.0,6.95,101942.67820297908
7000.0,6.96,103154.96417398711
7000.0,6.97,104637.48837581335
7000.0,6.98,106517.3333415481
7000.0,6.99,109265.22230259866
7000.0,7.0,115967.39481833899
7000.0,7.01,116134.43229460811
7000.0,7.02,116300.40893982608
7000.0,7.03,116466.27858977269
7000.0,7.04,116632.1245790635
7000.0,7.05,116797.95395061976
7000.0,7.06,116963.77452491477
7000.0,7.07,117129.58655623958
7000.0,7.08,117295.37944166754
7000.0,7.09,117461.09911432574
7000.0,7.1,117623.8916504863
7000.0,7.11,111092.39011779222
7000.0,7.12,108680.7011758721
7000.0,7.13,107089.28689552717
7000.0,7.14,105873.80495793847
7000.0,7.15,104939.56797279978
7000.0,7.16,104217.1288684161
7000.0,7.17,103648.37938739693
7000.0,7.18,103210.13838776587
7000.0,7.19,102867.980604803
7000.0,7.2,102611.63723635042
7000.0,7.21,102428.53993653704
7000.0,7.22,102304.30958311958
