Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106607.30389113737
1.0,6.01,106780.49126910398
1.0,6.02,106956.81790472308
1.0,6.03,107134.93875893994
1.0,6.04,107311.39383501155
1.0,6.05,107488.12887360991
1.0,6.06,107664.90230187975
1.0,6.07,107841.60121365853
1.0,6.08,108018.38080555678
1.0,6.09,108195.14644360151
1.0,6.1,108371.89666516992
1.0,6.11,108548.64050239683
1.0,6.12,108725.42267871909
1.0,6.13,108902.17314919362
1.0,6.14,109078.8282157796
1.0,6.15,109255.61157188393
1.0,6.16,109432.3836195565
1.0,6.17,109609.130214855
1.0,6.18,109785.84988532076
1.0,6.19,109962.59556090881
1.0,6.2,110139.33989940774
1.0,6.21,110316.05105511799
1.0,6.22,110492.8291636424
1.0,6.23,110669.57993836465
1.0,6.24,110846.28984506501
1.0,6.25,111023.02988152267
1.0,6.26,111199.7630673611
1.0,6.27,111376.48589913115
1.0,6.28,111553.18766802398
1.0,6.29,111729.95512559888
1.0,6.3,111906.70127739798
1.0,6.31,112083.40001215138
1.0,6.32,112260.09595214383
1.0,6.33,112436.83986733443
1.0,6.34,112613.60003875931
1.0,6.35,112790.29920622047
1.0,6.36,112967.0074435139
1.0,6.37,113143.7234555494
1.0,6.38,113320.4481784812
1.0,6.39,113497.20286721346
1.0,6.4,113673.89477102297
1.0,6.41,113850.55303471856
1.0,6.42,114027.29688757457
1.0,6.43,114204.04029628765
1.0,6.44,114380.75502465334
1.0,6.45,114557.41388273561
1.0,6.46,114734.1521371101
1.0,6.47,114910.86535973562
1.0,6.48,115087.5563801044
1.0,6.49,115264.2972261438
1.0,6.5,115440.97561719213
1.0,6.51,115617.65184793425
1.0,6.52,115794.38539008115
1.0,6.53,115971.11672658956
1.0,6.54,116147.79672590559
1.0,6.55,116324.4290636592
1.0,6.56,116501.16568917556
1.0,6.57,116677.87820000899
1.0,6.58,116854.57431034725
1.0,6.59,117031.2583878761
1.0,6.6,117207.9318145543
1.0,6.61,117384.63432069067
1.0,6.62,117561.37447523719
1.0,6.63,117738.03207033663
1.0,6.64,117914.69012395588
1.0,6.65,118091.36574811737
1.0,6.66,118268.10591854242
1.0,6.67,118444.77597940968
1.0,6.68,118621.43974597953
1.0,6.69,118798.12029114019
1.0,6.7,118974.8058142061
1.0,6.71,119151.47080203413
1.0,6.72,119328.13442832706
1.0,6.73,119504.86549300954
1.0,6.74,119681.5284232728
1.0,6.75,119858.17952628706
1.0,6.76,120034.84833465632
1.0,6.77,120211.52202768478
1.0,6.78,120388.17553510086
1.0,6.79,120564.82167175328
1.0,6.8,120741.53953618737
1.0,6.81,120918.19442991322
1.0,6.82,121094.82470371624
1.0,6.83,121271.45514338989
1.0,6.84,121448.14629846878
1.0,6.85,121624.84628550388
1.0,6.86,121801.54912268714
1.0,6.87,121978.25842014959
1.0,6.88,122154.98453985334
1.0,6.89,122331.75702854744
1.0,6.9,122508.63436110046
1.0,6.91,122685.63032786101
1.0,6.92,122862.80367739676
1.0,6.93,123040.1820167096
1.0,6.94,123217.84384917861
1.0,6.95,123396.9622616189
1.0,6.96,123576.78291501473
1.0,6.97,123756.12459202993
1.0,6.98,123944.01261745421
1.0,6.99,124108.21556020208
1.0,7.0,124235.34170887679
1.0,7.01,124383.62192033496
1.0,7.02,124583.87285726081
1.0,7.03,124786.41538533327
1.0,7.04,124964.83436860621
1.0,7.05,125142.5854187722
1.0,7.06,125317.10662318302
1.0,7.07,125494.01305992292
1.0,7.08,125684.60119660177
1.0,7.09,125873.37567161598
