Time(s),Depth(m),Pressure(Pa)
1.0,6.0,106607.30389113737
1.0,6.4,113673.89477102297
1.0,6.8,120741.53953618737
1.0,7.2,127874.68192300078
1.0,7.6,135072.20161447514
1.0,8.0,142265.0328343566
16.4,6.0,106589.43442134913
16.4,6.4,113690.78220784121
16.4,6.8,120790.91039800692
16.4,7.2,127951.21187376318
16.4,7.6,135148.30135269868
16.4,8.0,142340.58861057763
52.8,6.0,106555.71145694748
52.8,6.4,113653.00021658877
52.8,6.8,120748.16541849819
52.8,7.2,127919.43746153086
52.8,7.6,135118.67478229632
52.8,8.0,142310.97639882396
112.8,6.0,106500.17629476586
112.8,6.4,113617.13056644918
112.8,6.8,120732.53933400041
112.8,7.2,127929.33680189791
112.8,7.6,135125.60786585615
112.8,8.0,142315.9128724663
152.8,6.0,106463.94498869387
152.8,6.4,113587.84030516278
152.8,6.8,120710.13530643488
152.8,7.2,127918.63631189325
152.8,7.6,135114.3769387977
152.8,8.0,142303.8778274776
200.0,6.0,106420.27369916129
200.0,6.4,113514.4072439907
200.0,6.8,120615.63943354801
200.0,7.2,127822.5025877482
200.0,7.6,135004.23639403767
200.0,8.0,142188.16568048974
